0,1276991
0,4587031
0,7892961
1,2606076
1,6661293
2,3003446
3,5055688
4,5219033
5,2888460
6,7483337
8,3340833
9,8028212
11,5189128
13,8116249
15,9780103
17,8838019
20,7924028
23,5395232
25,5468617
29,6974825
32,5261030
34,8174697
38,8216449
43,9617410
47,2837156
51,1074921
46,9326810
50,9558095
55,0467125
60,8687607
65,2393993
72,1849414
92,3012690
90,1464246
90,6203441
92,8241624
107,0515665
112,0532780
104,0112666
104,9857413
119,9106775
121,2818420
123,6291341
130,2354269
143,7707153
